cmt,correct,name,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,kết cấu,độ bền,Màu sắc,,,,,,,,,,,,,,,
"Đã nhận đầy đủ sp như km: sữa chống nắng kiềm dầu Anessa chính hãng. Săn đc deal flash sale : 1+1 tặng thêm gel chống nắng full size luk 0h. Giá hời 975k đc 3 sp, mới sx t6, t7/22. Hsd 3 năm
Chất lượng tốt, đã mua lại nhiều lần
Thanks!","Đã nhận đầy đủ sp như km: sữa chống nắng kiềm dầu Anessa chính hãng. Săn đc deal flash sale : 1+1 tặng thêm gel chống nắng full size lúc 0h. Giá hời 975k đc 3 sp, mới sx t6, t7/22. Hsd 3 năm
Chất lượng tốt, đã mua lại nhiều lần
Thanks!",Bộ đôi Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo (Anessa Gold Milk 60ml x2),0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,
"NGƯỜI GIAO HÀNG: mình không hề chê mình đặc biệt ấn tượng tốt với đội ngũ giao hàng bên TIKI, cũng có thể tuyến địa chỉ giao hàng của mình đều gặp các anh giao hàng thân thiện xịn sò

SẢN PHẨM: mình ưng nên thấy TIKI có combo rẻ lại tặng quà ok ổn áp nên mua, thật sự chia sẻ là TIKI có deal này bên nhà Anessa cực kỳ ổn thoả, mình có lời khen với đội ngũ hợp tác 2 bên, đỉnh chóp, không cần bàn sản phẩm vì mình xài hợp vad rất thích, kiềm dầu tốt và có tone up da nhẹ để cả ngày không bị xuống tone, da vẫn rạng ngời ráo mịn, chất dễ tán không bị vón cục, chỉ biết khen về sản phẩm thôi

GÓI HÀNG: mình thích cách gói hàng bên TIKK vì không để tên sản phẩm KH mua trên bill và đa phần hàng đến tay mình đều còn rất chỉnh chu và đẹp đẽ, có thể ở phần đóng gói và anh giao hàng có sự kỹ lượng nhẹ nhàng vs hàng của KH

TIKI: cái khiến mình đánh giá không cao là ở khâu nhà vận chuyển xử lý cồng kềnh đối với đơn hàng của mình, mình không có nhu cầu giao gấp và nói thẳng phí ship 50k nên tính ra mình chẳng hời bao nhiều, mình chọn giao fast bth nhưng chả hiểu sao tách đơn mình ra làm 2, mua sp tặng kèm quà mà sp 1 đơn quà 1 đơn :)) đã thế còn tính 4k (hẳn là VAT) cho từng đơn :)) thấy rất chi cồnh kềnh và phiền phức.","NGƯỜI GIAO HÀNG: mình không hề chê mình đặc biệt ấn tượng tốt với đội ngũ giao hàng bên TIKI, cũng có thể tuyến địa chỉ giao hàng của mình đều gặp các anh giao hàng thân thiện xịn sò

SẢN PHẨM: mình ưng nên thấy TIKI có combo rẻ lại tặng quà ok ổn áp nên mua, thật sự chia sẻ là TIKI có deal này bên nhà Anessa cực kỳ ổn thoả, mình có lời khen với đội ngũ hợp tác 2 bên, đỉnh chóp, không cần bàn sản phẩm vì mình xài hợp và rất thích, kiềm dầu tốt và có tone up da nhẹ để cả ngày không bị xuống tone, da vẫn rạng ngời ráo mịn, chất dễ tán không bị vón cục, chỉ biết khen về sản phẩm thôi

GÓI HÀNG: mình thích cách gói hàng bên TIKK vì không để tên sản phẩm KH mua trên bill và đa phần hàng đến tay mình đều còn rất chỉnh chu và đẹp đẽ, có thể ở phần đóng gói và anh giao hàng có sự kỹ lượng nhẹ nhàng vs hàng của KH

TIKI: cái khiến mình đánh giá không cao là ở khâu nhà vận chuyển xử lý cồng kềnh đối với đơn hàng của mình, mình không có nhu cầu giao gấp và nói thẳng phí ship 50k nên tính ra mình chẳng hời bao nhiêu, mình chọn giao fast bth nhưng chả hiểu sao tách đơn mình ra làm 2, mua sp tặng kèm quà mà sp 1 đơn quà 1 đơn :)) đã thế còn tính 4k (hẳn là VAT) cho từng đơn :)) thấy rất chi cồng kềnh và phiền phức.",Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em (Anessa Mild Milk 60ml x2),1,1,1,1,0,1,1,0,,,,,,,,,,,,,,,
"tote trắng Anessa cho đơn từ 499k
Sữa chống nắng dịu nhẹ cho da nhạy cảm và trẻ em với kết cấu mỏng nhẹ, kiềm dầu, mịn mượt & nâng tông (phù hợp mọi loại da, đặc biệt là da nhạy cảm thường đến thiên dầu)","tote trắng Anessa cho đơn từ 499k
Sữa chống nắng dịu nhẹ cho da nhạy cảm và trẻ em với kết cấu mỏng nhẹ, kiềm dầu, mịn mượt & nâng tông (phù hợp mọi loại da, đặc biệt là da nhạy cảm thường đến thiên dầu)",Bộ đôi Kem chống nắng dạng sữa dịu nhẹ cho da nhạy cảm và trẻ em (Anessa Mild Milk 60ml x2),0,1,0,0,0,1,1,0,,,,,,,,,,,,,,,
"Chất kem lỏng thoa vào da dễ chịu nhưng có vẻ không kiềm dầu tốt. Mùi hương của sản phẩm khá hắc nên không thích lắm, khác xa với các sản phẩm dưỡng ko mùi của Skin 1004 mình dùng. Nói chung là em này mình ko thích lắm về chất lượng","Chất kem lỏng thoa vào da dễ chịu nhưng có vẻ không kiềm dầu tốt. Mùi hương của sản phẩm khá hắc nên không thích lắm, khác xa với các sản phẩm dưỡng ko mùi của Skin1004 mình dùng. Nói chung là em này mình ko thích lắm về chất lượng",Kem chống nắng Skin1004 Madagascar Centella Air-fit Suncream Plus 50ml,0,0,0,0,1,1,1,0,,,,,,,,,,,,,,,
"Nhờ có tiki so sánh giá mà mua đc giá tốt, hàng real. 
Hàng này hợp vs da mụn đang treatment hoặc sd tẩy tbc hoá học, vì khi skincare nặng đô như trên mình xài cái này nó nhẹ da. Khi bình thường thì da dầu ko nên xài vì nó hợp da khô, ko có kiềm dầu, bình thường skincare ko treatment mình sẽ xài toner khác. Nói chung rất tốt ??","Nhờ có tiki so sánh giá mà mua đc giá tốt, hàng real.
Hàng này hợp vs da mụn đang treatment hoặc sd tẩy tbc hoá học, vì khi skincare nặng đô như trên mình xài cái này nó nhẹ da. Khi bình thường thì da dầu ko nên xài vì nó hợp da khô, ko có kiềm dầu, bình thường skincare ko treatment mình sẽ xài toner khác. Nói chung rất tốt ??","Nước Hoa Hồng Naturie Hatomugi 500ml chiết xuất từ ý dĩ cho da gặp vấn đề lỗ chân lông, mụn",0,1,0,1,0,0,1,0,,,,,,,,,,,,,,,
"Kem chống nắng kiềm dầu tốt, không nâng tone, da mình hỗn hợp thiên dầu dùng thì hơi khô 1 vài chỗ, dùng sau bước serum hoặc kem chống nắng thì sẽ bị vón lại xong kì ra ghét luôn á. Đợi khô tầm 10p mới bôi kcn thì sẽ đỡ hơn. Chống nắng phổ rộng cho da đang điều trị siêu ổn.","Kem chống nắng kiềm dầu tốt, không nâng tone, da mình hỗn hợp thiên dầu dùng thì hơi khô 1 vài chỗ, dùng sau bước serum hoặc kem chống nắng thì sẽ bị vón lại xong kì ra ghét luôn á. Đợi khô tầm 10p mới bôi kcn thì sẽ đỡ hơn. Chống nắng phổ rộng cho da đang điều trị siêu ổn.",Kem chống nắng kiềm dầu & ngừa mụn Eucerin Sun Dry Touch SPF50+ 50ml,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Sản phẩm đóng gói kĩ càng, giao hàng siêu nhanh. Da mình da dầu + mụn, mình được mn khuyên mua của Eucerin dùng thử vì nó kiềm dầu tốt, nên mình quyết định mua dùng xem như nào. Chất lượng dịch vụ thì good nhé!!","Sản phẩm đóng gói kỹ càng, giao hàng siêu nhanh. Da mình da dầu + mụn, mình được mn khuyên mua của Eucerin dùng thử vì nó kiềm dầu tốt, nên mình quyết định mua dùng xem như nào. Chất lượng dịch vụ thì good nhé!!",Kem chống nắng kiềm dầu & ngừa mụn Eucerin Sun Dry Touch SPF50+ 50ml,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,,
kiềm dầu rất tốt thích hợp với da dầu.,kiềm dầu rất tốt thích hợp với da dầu.,Kem chống nắng kiềm dầu & ngừa mụn Eucerin Sun Dry Touch SPF50+ 50ml,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,
"Màu lên đẹp, dễ nhuộm, nhưng mỗi lần gội đầu vẫn còn ra màu, dù đã dùng 3 tháng.","Màu lên đẹp, dễ nhuộm, nhưng mỗi lần gội đầu vẫn còn ra màu, dù đã dùng 3 tháng.",Màu Dưỡng Phủ Bóng Livegain Premium Rich Hair Manicure 240ml Hàn Quốc,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Chất sơn xin lắm ah, màu này lên trắng răng với lại mướt môi , khum bị lộ vân môi nhìu ạ. Tại em mua sale nên có 2 trăm hơn ạ, nếu bạn nào thích nổi bật bởi màu môi đỏ đậm đậm, nhìn sang sang thì màu nò lên đẹp nha, còn bạn nào chỉ thích màu môi nude nude 1 tú thì nó hơi ố đề ạ 😉","Chất sơn xin lắm ah, màu này lên trắng răng với lại mướt môi , khum bị lộ vân môi nhiều ạ. Tại em mua sale nên có 2 trăm hơn ạ, nếu bạn nào thích nổi bật bởi màu môi đỏ đậm đậm, nhìn sang sang thì màu này lên đẹp nha, còn bạn nào chỉ thích màu môi nude nude 1 tí thì nó hơi ố đề ạ 😉","Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",0,1,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Son đẹp lắm nha m.n, ban đầu mình băn khoăn giữa 2 màu immanence vs màu live  a little, mình có xem review về các màu son này mà mỗi video mk thấy màu nó ko giống nhau, chắc do ánh sáng, có video màu bị nghiêng về cam, có video màu nghiêng về hồng, có nhân mk thích màu đỏ trầm hơn cam nên mk chọn immanence, như các bạn thấy đấy trên ảnh nó đỏ chói lọi chứ ngoài nó đỏ trầm đúng kiểu mk thích, mà nhìn môi nó còn mọng cơ, đẹp hơn trên ảnh nhiều, vậy nên rất đáng để mua,","Son đẹp lắm nha m.n, ban đầu mình băn khoăn giữa 2 màu immanence vs màu live a little, mình có xem review về các màu son này mà mỗi video mk thấy màu nó ko giống nhau, chắc do ánh sáng, có video màu bị nghiêng về cam, có video màu nghiêng về hồng, có nhân mk thích màu đỏ trầm hơn cam nên mk chọn immanence, như các bạn thấy đấy trên ảnh nó đỏ chói lọi chứ ngoài nó đỏ trầm đúng kiểu mk thích, mà nhìn môi nó còn mọng cơ, đẹp hơn trên ảnh nhiều, vậy nên rất đáng để mua,","Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"màu đẹp, mượt môi dễ sd","màu đẹp, mượt môi dễ sd","Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Đặt carrot pink đi giao active lady???
Nếu shop k còn màu thì nên báo cho KH chứ?","Đặt carrot pink đi giao active lady???
Nếu shop k còn màu thì nên báo cho KH chứ?","Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
"Chất son mịn, không bị khô môi, màu đỏ đậm nhưng lên môi vẫn tươi rất đẹp nha mọi người!
Mình băn khoăn mỗi điều là không có tem chống hàng giả của bộ công an gì hết á, không biết hàng chuẩn không nữa.","Chất son mịn, không bị khô môi, màu đỏ đậm nhưng lên môi vẫn tươi rất đẹp nha mọi người!
Mình băn khoăn mỗi điều là không có tem chống hàng giả của bộ công an gì hết á, không biết hàng chuẩn không nữa.","Son Kem Siêu Lì, Mịn Môi 3CE Cloud Lip Tint",0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,
"Son lên môi rất thích, không có màu nhé mọi người, chỉ giữ ẩm cho môi thôi","Son lên môi rất thích, không có màu nhé mọi người, chỉ giữ ẩm cho môi thôi",Son Dưỡng Môi Mềm Mịn FOX Moisturizing Lipstick 2.4g,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,
Màu xinh xỉu,Màu xinh xỉu,Son lì YSL Slim Matte,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Son kem dùng khá thích mỏng nhẹ không bị dày .điểm cộng nữa là dùng không bị khô môi hay lộ rãnh môi.màu lên nét luôn nên chỉ cần tô 1 lần là đủ. Đầu chổi dễ lấy son và gạt son,màu mình nghũ sẽ hợp với nhiều tông da","Son kem dùng khá thích mỏng nhẹ không bị dày .điểm cộng nữa là dùng không bị khô môi hay lộ rãnh môi.màu lên nét luôn nên chỉ cần tô 1 lần là đủ. Đầu chổi dễ lấy son và gạt son,màu mình nghĩ sẽ hợp với nhiều tông da",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,
"Vỏ đẹp son cũng đẹp nữa. Màu c01 dễ dùng, chất mịn không vón cục. chất mướt và mềm môi. giữ màu tốt","Vỏ đẹp son cũng đẹp nữa. Màu c01 dễ dùng, chất mịn không vón cục. chất mướt và mềm môi. giữ màu tốt",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,
"Son chất lên thích, màu nét nên chắc chỉ cần tô 1 lần thôi là đủ. Son thơm thơm 🥰","Son chất lên thích, màu nét nên chắc chỉ cần tô 1 lần thôi là đủ. Son thơm thơm 🥰",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,
"Chất tơi.mịn khônh bị bột với vón cục. Khá thích ở điểm này, chất son cũng mỏng nữa. Lên môi khônh bị khô, nét môi. Màu bám nhanh không phải tô lại. Thiết kế đơn giản bắt mắt","Chất tơi.mịn không bị bột với vón cục. Khá thích ở điểm này, chất son cũng mỏng nữa. Lên môi không bị khô, nét môi. Màu bám nhanh không phải tô lại. Thiết kế đơn giản bắt mắt",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,
"Son kem nhưng chất đặc, khó tán đều, màu rất đậm. Dùng kèm son dưỡng nhưng vẫn khô môi, dễ trôi khi ăn, không lỳ như mong đợi.","Son kem nhưng chất đặc, khó tán đều, màu rất đậm. Dùng kèm son dưỡng nhưng vẫn khô môi, dễ trôi khi ăn, không lì như mong đợi.",Son Kem Lì Mỏng Nhẹ Mềm Môi Belips Sexy Lipstick 100% thiên nhiên,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,
"Set son đẹp, cây son cũng xinh nữa. Chất son dễ tán không bị dày. Màu mình chọn cũng xinh Cũng mềm môi k bị khô cong. Shop thân thiện nhiệt tình","Set son đẹp, cây son cũng xinh nữa. Chất son dễ tán không bị dày. Màu mình chọn cũng xinh Cũng mềm môi k bị khô cong. Shop thân thiện nhiệt tình",Set son quà tặng  Belips hộp hoa hồng,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,
"Son đẹp, hộp đẹp. Màu lên đẹp","Son đẹp, hộp đẹp. Màu lên đẹp",Set son quà tặng  Belips hộp hoa hồng,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,
"Hộp đẹp lung linh, son đẹp chất mịn. Màu dễ đánh","Hộp đẹp lung linh, son đẹp chất mịn. Màu dễ đánh",Set son quà tặng  Belips hộp hoa hồng,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,
"Son dưỡng tốt có màu nhẹ hợp cho những bạn ít dùng son.
Giúp mặt trông đỡ nhợt nhạt nhiều dù chỉ là son dưỡng.","Son dưỡng tốt có màu nhẹ hợp cho những bạn ít dùng son.
Giúp mặt trông đỡ nhợt nhạt nhiều dù chỉ là son dưỡng.",Son Dưỡng Nivea Mùi Dâu 4.8g - 85083,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,
"Dưỡng ẩm tốt, có mùi dâu giống mùi kem đánh răng em bé mà hồi nhỏ mình hay xài í, lên màu nhẹ nhẹ xinh lắm luôn. Dịch vụ của tiki thì khỏi phải chê rồi. Siêu ưng cái bụng ???","Dưỡng ẩm tốt, có mùi dâu giống mùi kem đánh răng em bé mà hồi nhỏ mình hay xài í, lên màu nhẹ nhẹ xinh lắm luôn. Dịch vụ của tiki thì khỏi phải chê rồi. Siêu ưng cái bụng ???",Son Dưỡng Nivea Mùi Dâu 4.8g - 85083,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,
"Son này có mùi ngọt ơi là ngọt luôn ý, các bạn từng ngửi mùi kẹo mút vị dâu chưa, đấy chính là mùi của son này, thoa lên tay thì thấy có màu nhưng mà bạn nào môi thâm hay là môi không sáng màu thì nó sẽ khó thấy màu nhé. Nói chung son này môi mịn, láng,... Ủng hộ nhiệt tình nếu bạn mua~~","Son này có mùi ngọt ơi là ngọt luôn ý, các bạn từng ngửi mùi kẹo mút vị dâu chưa, đấy chính là mùi của son này, thoa lên tay thì thấy có màu nhưng mà bạn nào môi thâm hay là môi không sáng màu thì nó sẽ khó thấy màu nhé. Nói chung son này môi mịn, láng,... Ủng hộ nhiệt tình nếu bạn mua~~",Son Dưỡng Nivea Mùi Dâu 4.8g - 85083,0,0,0,0,1,1,0,1,,,,,,,,,,,,,,,
"hủ nhỏ nhỏ xinh xinh, màu như hình, mùi thơm thơm, môi mềm hơn, còn có bớt thâm không thì chưa biết .","hủ nhỏ nhỏ xinh xinh, màu như hình, mùi thơm thơm, môi mềm hơn, còn có bớt thâm không thì chưa biết .",Son Dưỡng Môi Hồng Xinh Vaseline Lip Therapy Rosy Lip (7g),0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,
"4* cho màu son
3* cho dịch vụ cskh của tiki
1* cho chất lượng sp. Giao lần 1 cây son bị trầy xước lem phần son bên trong. Đã đổi lại. Tuy nhiên giao lại lần 2 cũng ko được son nguyên, có dấu hiệu đã dùng r ở phần đầu son? ngại phiền nên mình nhận luôn. Sau chắc k mua son trên đây nữa đâu.","4* cho màu son
3* cho dịch vụ cskh của tiki
1* cho chất lượng sp. Giao lần 1 cây son bị trầy xước lem phần son bên trong. Đã đổi lại. Tuy nhiên giao lại lần 2 cũng ko được son nguyên, có dấu hiệu đã dùng r ở phần đầu son? ngại phiền nên mình nhận luôn. Sau chắc k mua son trên đây nữa đâu.",Son Dưỡng Màu Kết Cấu Gel Shiseido Colorgel Lipbalm (2g),0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,
